"","X","grp.recording","group","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Begin.Time..s..1","End.Time..s..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Begin.Time..s..2","End.Time..s..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Begin.Time..s..3","End.Time..s..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Begin.Time..s..4","End.Time..s..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Begin.Time..s..5","End.Time..s..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","Begin.Time..s..6","End.Time..s..6","note.dur.comb","rest.dur.comb","intro.dur","trill.dur","great.call.dur","unlist.trill.rate.list.","site"
"446",28866,"IC_13_043","IC_13","IC_13_043.02",2,1.755,86.1,581.4,667.5,0.127,1.882,1.518,129.2,559.9,689.1,2.119,3.637,0.996,193.8,602.9,796.7,3.827,4.823,0.505,258.4,624.5,882.9,5.091,5.596,0.342,323,667.5,990.5,5.915,6.258,0.267,538.3,689.1,1227.4,6.432,6.699,5.383,1.189,6.804,5.793,12.597,8.57843137254902,"IC"
"447",28922,"IC_13_043","IC_13","IC_13_043.03",3,1.695,150.7,581.4,732.1,0.13,1.825,1.277,279.9,581.4,861.3,2.096,3.373,0.938,366.1,602.9,969,3.548,4.486,0.493,452.2,624.5,1076.7,4.777,5.271,0.308,495.3,667.5,1162.8,5.48,5.788,0.221,452.2,689.1,1141.3,5.938,6.159,4.932,1.097,6.308,6.353,12.661,8.14696485623003,"IC"
"448",28980,"IC_13_043","IC_13","IC_13_043.04",4,1.736,86.1,581.4,667.5,0.063,1.799,1.452,107.7,559.9,667.5,2.02,3.472,0.915,129.2,581.4,710.6,3.756,4.671,0.528,236.9,624.5,861.3,4.899,5.428,0.354,279.9,646,925.9,5.689,6.043,0.255,366.1,667.5,1033.6,6.246,6.502,5.24,1.199,6.746,5.967,12.713,8.35892186966906,"IC"
"449",29036,"IC_13_043","IC_13","IC_13_043.05",5,1.775,107.7,581.4,689.1,0.161,1.937,1.262,193.8,559.9,753.7,2.23,3.492,0.983,236.9,602.9,839.8,3.668,4.651,0.505,193.8,624.5,818.3,4.876,5.381,0.342,215.3,646,861.3,5.631,5.973,0.238,236.9,667.5,904.4,6.171,6.409,5.105,1.143,6.561,5.572,12.133,8.06451612903226,"IC"
"450",29087,"IC_13_043","IC_13","IC_13_043.08",8,1.727,86.1,581.4,667.5,0.106,1.833,1.498,150.7,559.9,710.6,2.027,3.525,1.005,193.8,581.4,775.2,3.684,4.689,0.522,236.9,624.5,861.3,4.928,5.451,0.372,323,646,969,5.718,6.089,0.29,387.6,667.5,1055.1,6.235,6.525,5.414,1.005,6.761,8.243,15.004,8.26854251511786,"IC"
"451",29161,"IC_13_043","IC_13","IC_13_043.09",9,1.699,129.2,581.4,710.6,0.2,1.899,1.466,129.2,559.9,689.1,2.082,3.547,0.999,150.7,602.9,753.7,3.714,4.713,0.528,107.7,624.5,732.1,4.946,5.474,0.342,150.7,646,796.7,5.764,6.107,0.232,452.2,667.5,1119.7,6.327,6.56,5.266,1.094,6.656,6.371,13.027,8.47322142286171,"IC"
"452",29221,"IC_13_043","IC_13","IC_13_043.12",12,1.688,107.7,581.4,689.1,0.149,1.837,1.424,150.7,581.4,732.1,2.019,3.443,0.91,172.3,602.9,775.2,3.658,4.569,0.679,387.6,646,1033.6,4.718,5.396,0.426,409.1,667.5,1076.7,5.512,5.938,0.232,409.1,689.1,1098.2,6.124,6.356,5.359,0.847999999999999,6.492,6.638,13.13,8.42524509803922,"IC"
"453",29283,"IC_13_043","IC_13","IC_13_043.13",13,1.538,129.2,581.4,710.6,0.112,1.65,1.505,150.7,559.9,710.6,1.874,3.379,0.993,301.5,581.4,882.9,3.588,4.581,0.575,279.9,624.5,904.4,4.841,5.416,0.401,344.5,646,990.5,5.642,6.043,0.296,452.2,667.5,1119.7,6.229,6.525,5.308,1.105,6.68,6.126,12.806,8.48585690515807,"IC"
"454",29341,"IC_13_043","IC_13","IC_13_043.14",14,1.509,107.7,581.4,689.1,0.238,1.747,1.437,129.2,581.4,710.6,2.003,3.44,1.082,215.3,581.4,796.7,3.585,4.667,0.522,172.3,624.5,796.7,4.847,5.37,0.313,258.4,646,904.4,5.637,5.95,0.267,323,689.1,1012.1,6.13,6.397,5.13,1.029,6.438,7.173,13.611,8.34630074975244,"IC"
"455",29407,"IC_13_043","IC_13","IC_13_043.15",15,1.393,107.7,581.4,689.1,0.284,1.678,1.51,236.9,559.9,796.7,1.94,3.45,0.933,236.9,581.4,818.3,3.613,4.546,0.681,215.3,624.5,839.8,4.709,5.39,0.354,301.5,646,947.5,5.631,5.985,0.25,430.7,667.5,1098.2,6.165,6.415,5.121,1.01,6.386,5.813,12.199,8.23261516903135,"IC"
"456",29461,"IC_13_043","IC_13","IC_13_043.16",16,1.784,107.7,581.4,689.1,0.168,1.951,1.202,129.2,559.9,689.1,2.183,3.384,0.726,150.7,581.4,732.1,3.814,4.539,0.534,150.7,624.5,775.2,4.853,5.387,0.337,236.9,667.5,904.4,5.631,5.968,0.238,409.1,667.5,1076.7,6.136,6.374,4.821,1.385,6.49,6.199,12.689,7.89084333388131,"IC"
"457",29516,"IC_13_043","IC_13","IC_13_043.17",17,1.713,86.1,581.4,667.5,0.179,1.893,1.42,107.7,581.4,689.1,2.105,3.525,0.79,107.7,581.4,689.1,3.721,4.51,0.43,215.3,624.5,839.8,4.894,5.323,0.284,366.1,667.5,1033.6,5.596,5.88,0.238,452.2,667.5,1119.7,6.089,6.327,4.875,1.273,6.439,6.968,13.407,8.71966283970353,"IC"
"458",29583,"IC_13_043","IC_13","IC_13_043.18",18,1.642,107.7,581.4,689.1,0.066,1.708,1.46,86.1,581.4,667.5,1.924,3.384,0.945,215.3,602.9,818.3,3.533,4.478,0.517,301.5,624.5,925.9,4.661,5.178,0.402,387.6,667.5,1055.1,5.374,5.776,0.261,344.5,710.6,1055.1,5.973,6.235,5.227,0.942,6.656,7.351,14.007,8.67290748898678,"IC"
"459",29654,"IC_13_043","IC_13","IC_13_043.19",19,1.745,86.1,581.4,667.5,0.129,1.874,1.126,107.7,581.4,689.1,2.2,3.326,0.72,86.1,602.9,689.1,3.669,4.389,0.535,150.7,624.5,775.2,4.649,5.184,0.397,323,646,969,5.321,5.718,0.18,409.1,667.5,1076.7,5.95,6.13,4.703,1.298,6.268,4.284,10.552,8.13591768365638,"IC"
"460",29695,"IC_13_043","IC_13","IC_13_043.20",20,1.557,86.1,581.4,667.5,0.144,1.701,1.332,107.7,559.9,667.5,1.99,3.322,1.027,107.7,581.4,689.1,3.531,4.558,0.54,86.1,624.5,710.6,4.737,5.277,0.319,107.7,646,753.7,5.532,5.851,0.284,258.4,667.5,925.9,6.095,6.38,5.059,1.177,6.538,7.148,13.686,8.68080261847161,"IC"
"461",29763,"IC_13_043","IC_13","IC_13_043.21",21,1.53,86.1,602.9,689.1,0.165,1.695,1.53,107.7,559.9,667.5,1.876,3.406,1.004,150.7,581.4,732.1,3.57,4.574,0.691,150.7,624.5,775.2,4.689,5.38,0.518,366.1,646,1012.1,5.454,5.971,0.333,409.1,667.5,1076.7,6.053,6.385,5.606,0.614,6.54,6.086,12.626,8.50992824962456,"IC"
"462",29821,"IC_13_044","IC_13","IC_13_044.01",1,1.518,129.2,581.4,710.6,0.152,1.669,1.381,258.4,559.9,818.3,1.821,3.202,0.883,344.5,581.4,925.9,3.308,4.191,0.544,409.1,624.5,1033.6,4.356,4.899,0.366,344.5,667.5,1012.1,5.039,5.404,0.238,495.3,689.1,1184.3,5.555,5.793,4.93,0.711,5.881,6.58,12.461,8.88072270708927,"IC"
"463",29886,"IC_13_044","IC_13","IC_13_044.03",3,1.551,107.7,581.4,689.1,0.064,1.614,1.347,236.9,559.9,796.7,1.716,3.063,0.89,301.5,581.4,882.9,3.19,4.08,0.699,366.1,624.5,990.5,4.181,4.881,0.379,366.1,646,1012.1,4.944,5.323,0.163,430.7,689.1,1119.7,5.538,5.7,5.029,0.607,6.124,4.053,10.177,9.24768807798051,"IC"
"464",29931,"IC_13_044","IC_13","IC_13_044.04",4,1.248,107.7,581.4,689.1,0.117,1.364,1.472,107.7,559.9,667.5,1.588,3.06,0.918,172.3,581.4,753.7,3.206,4.124,0.575,366.1,602.9,969,4.284,4.859,0.325,409.1,646,1055.1,5.085,5.41,0.244,452.2,667.5,1119.7,5.579,5.822,4.782,0.923,6.199,5.653,11.852,8.58829844337091,"IC"
"465",29987,"IC_13_044","IC_13","IC_13_044.05",5,1.451,172.3,581.4,753.7,0.065,1.516,1.321,258.4,559.9,818.3,1.71,3.031,0.868,366.1,581.4,947.5,3.174,4.042,0.738,452.2,624.5,1076.7,4.12,4.858,0.302,452.2,646,1098.2,5.039,5.341,0.232,473.7,667.5,1141.3,5.497,5.73,4.912,0.753,6.204,4.91,11.114,8.84227842895332,"IC"
"466",30038,"IC_13_044","IC_13","IC_13_044.06",6,1.406,150.7,581.4,732.1,0.032,1.438,1.438,172.3,559.9,732.1,1.566,3.005,1.007,215.3,581.4,796.7,3.149,4.155,0.517,323,602.9,925.9,4.406,4.923,0.495,452.2,646,1098.2,5.033,5.529,0.267,495.3,667.5,1162.8,5.66,5.927,5.13,0.764999999999999,6.185,6.018,12.203,8.41467519353753,"IC"
"467",30095,"IC_13_044","IC_13","IC_13_044.07",7,1.536,86.1,581.4,667.5,0.084,1.62,1.257,107.7,559.9,667.5,1.774,3.031,0.802,193.8,581.4,775.2,3.157,3.959,0.547,366.1,624.5,990.5,4.121,4.667,0.29,430.7,667.5,1098.2,4.899,5.19,0.221,495.3,667.5,1162.8,5.364,5.584,4.653,0.847,6.356,5.624,11.98,8.31838199314957,"IC"
"468",30155,"IC_13_044","IC_13","IC_13_044.08",8,1.564,129.2,559.9,689.1,0.088,1.652,1.257,193.8,559.9,753.7,1.871,3.129,0.906,279.9,602.9,882.9,3.275,4.181,0.531,387.6,624.5,1012.1,4.327,4.859,0.308,473.7,667.5,1141.3,5.056,5.364,0.221,495.3,689.1,1184.3,5.503,5.724,4.787,0.849,6.135,6.154,12.289,8.3743842364532,"IC"
"469",30214,"IC_13_044","IC_13","IC_13_044.09",9,1.531,107.7,581.4,689.1,0.081,1.612,1.317,215.3,559.9,775.2,1.773,3.09,0.846,301.5,581.4,882.9,3.264,4.111,0.551,323,624.5,947.5,4.272,4.823,0.412,344.5,667.5,1012.1,4.957,5.37,0.238,538.3,689.1,1227.4,5.486,5.724,4.895,0.748,5.887,5.551,11.438,8.57351331630792,"IC"
"470",30268,"IC_13_044","IC_13","IC_13_044.10",10,1.584,107.7,581.4,689.1,0.049,1.633,1.353,172.3,559.9,732.1,1.765,3.118,0.907,215.3,581.4,796.7,3.299,4.206,0.676,430.7,624.5,1055.1,4.289,4.965,0.296,430.7,667.5,1098.2,5.114,5.41,0.209,473.7,667.5,1141.3,5.613,5.822,5.025,0.747999999999999,6.104,7.08,13.184,8.58000858000858,"IC"
"471",30335,"IC_13_044","IC_13","IC_13_044.11",11,1.601,107.7,559.9,667.5,0.072,1.674,1.241,193.8,559.9,753.7,1.818,3.059,0.895,301.5,581.4,882.9,3.246,4.141,0.521,323,624.5,947.5,4.256,4.777,0.366,344.5,667.5,1012.1,4.934,5.3,0.226,409.1,689.1,1098.2,5.497,5.724,4.85,0.802,6.309,5.845,12.154,9.13793103448276,"IC"
"472",30397,"IC_13_044","IC_13","IC_13_044.12",12,1.653,129.2,581.4,710.6,0.055,1.708,1.311,193.8,559.9,753.7,1.858,3.169,0.788,301.5,602.9,904.4,3.374,4.162,0.669,387.6,624.5,1012.1,4.303,4.972,0.308,387.6,667.5,1055.1,5.114,5.422,0.244,495.3,667.5,1162.8,5.544,5.788,4.973,0.760000000000002,6.209,5.726,11.935,8.99788285109386,"IC"
"473",30456,"IC_13_044","IC_13","IC_13_044.13",13,1.6,129.2,559.9,689.1,0.149,1.749,1.292,150.7,559.9,710.6,1.979,3.271,0.86,258.4,581.4,839.8,3.397,4.256,0.611,344.5,624.5,969,4.402,5.013,0.395,452.2,646,1098.2,5.121,5.516,0.276,495.3,667.5,1162.8,5.608,5.883,5.034,0.699999999999999,6.408,6.089,12.497,9.41993058998512,"IC"
"474",30522,"IC_13_044","IC_13","IC_13_044.14",14,1.487,107.7,581.4,689.1,0.076,1.563,1.442,215.3,559.9,775.2,1.776,3.217,0.85,236.9,581.4,818.3,3.4,4.249,0.556,258.4,602.9,861.3,4.401,4.957,0.402,344.5,646,990.5,5.084,5.486,0.203,409.1,667.5,1076.7,5.666,5.869,4.94,0.852999999999999,6.35,6.464,12.814,8.87435777673984,"IC"
"475",30587,"IC_13_044","IC_13","IC_13_044.15",15,1.534,86.1,581.4,667.5,0.195,1.729,1.325,107.7,559.9,667.5,1.883,3.207,0.962,236.9,581.4,818.3,3.333,4.295,0.6,258.4,624.5,882.9,4.448,5.048,0.325,323,646,969,5.213,5.538,0.238,366.1,667.5,1033.6,5.712,5.95,4.984,0.771,6.301,5.179,11.48,8.23852491173009,"IC"
"476",30637,"IC_13_044","IC_13","IC_13_044.16",16,1.668,107.7,581.4,689.1,0.103,1.771,1.284,150.7,581.4,732.1,1.948,3.232,0.834,150.7,581.4,732.1,3.351,4.184,0.576,193.8,624.5,818.3,4.362,4.937,0.406,279.9,646,925.9,5.085,5.491,0.295,387.6,667.5,1055.1,5.601,5.897,5.063,0.731000000000001,6.288,5.796,12.084,8.88501742160279,"IC"
"477",30696,"IC_13_044","IC_13","IC_13_044.17",17,1.599,86.1,581.4,667.5,0.097,1.696,1.269,107.7,559.9,667.5,1.944,3.213,0.827,193.8,581.4,775.2,3.392,4.219,0.676,193.8,624.5,818.3,4.412,5.088,0.325,236.9,646,882.9,5.195,5.521,0.226,473.7,667.5,1141.3,5.7,5.927,4.922,0.907999999999999,6.12,5.782,11.902,8.81523272214386,"IC"
"478",30753,"IC_13_044","IC_13","IC_13_044.18",18,1.592,107.7,559.9,667.5,0.072,1.664,1.332,107.7,559.9,667.5,1.853,3.184,0.912,236.9,581.4,818.3,3.343,4.255,0.593,323,602.9,925.9,4.4,4.993,0.308,387.6,646,1033.6,5.201,5.509,0.226,409.1,667.5,1076.7,5.613,5.84,4.963,0.805,6.313,5.901,12.214,9.10809417425675,"IC"
"479",30814,"IC_13_044","IC_13","IC_13_044.19",19,1.583,107.7,581.4,689.1,0.078,1.661,1.379,193.8,581.4,775.2,1.771,3.15,1.003,193.8,581.4,775.2,3.26,4.262,0.658,215.3,624.5,839.8,4.356,5.015,0.501,323,646,969,5.093,5.594,0.244,387.6,667.5,1055.1,5.706,5.95,5.368,0.504,6.139,6.111,12.25,9.17431192660551,"IC"
"480",30876,"IC_13_044","IC_13","IC_13_044.20",20,1.402,107.7,581.4,689.1,0.031,1.433,1.48,172.3,559.9,732.1,1.667,3.147,0.997,150.7,581.4,732.1,3.303,4.299,0.67,193.8,602.9,796.7,4.455,5.125,0.428,366.1,646,1012.1,5.286,5.714,0.358,387.6,667.5,1055.1,5.777,6.135,5.335,0.769000000000001,6.407,6.091,12.498,8.55991943605237,"IC"
"481",30934,"IC_13_044","IC_13","IC_13_044.21",21,1.51,86.1,581.4,667.5,0.073,1.584,1.452,129.2,559.9,689.1,1.73,3.182,0.939,193.8,581.4,775.2,3.358,4.297,0.631,344.5,624.5,969,4.473,5.103,0.378,409.1,667.5,1076.7,5.264,5.642,0.285,430.7,689.1,1119.7,5.77,6.055,5.195,0.786999999999999,6.545,6.055,12.6,9.34735436488065,"IC"
"482",30998,"IC_13_044","IC_13","IC_13_044.22",22,1.637,107.7,581.4,689.1,0.062,1.7,1.341,150.7,559.9,710.6,1.856,3.197,0.858,258.4,581.4,839.8,3.384,4.241,0.453,279.9,624.5,904.4,4.551,5.004,0.412,366.1,646,1012.1,5.23,5.642,0.298,430.7,667.5,1098.2,5.704,6.001,4.999,0.94,6.231,7.264,13.495,9.04159132007233,"IC"
"483",31070,"IC_13_044","IC_13","IC_13_044.23",23,1.612,107.7,581.4,689.1,0.118,1.729,1.444,150.7,581.4,732.1,1.914,3.358,1.041,193.8,581.4,775.2,3.458,4.499,0.638,258.4,624.5,882.9,4.6,5.238,0.348,279.9,646,925.9,5.393,5.741,0.261,323,667.5,990.5,5.944,6.206,5.344,0.744000000000001,6.349,5.915,12.264,8.78552971576227,"IC"
"484",31128,"IC_13_044","IC_13","IC_13_044.24",24,1.518,107.7,581.4,689.1,0.123,1.641,1.503,107.7,559.9,667.5,1.81,3.313,1.028,215.3,581.4,796.7,3.482,4.509,0.511,301.5,624.5,925.9,4.748,5.259,0.369,366.1,646,1012.1,5.459,5.828,0.255,430.7,667.5,1098.2,6.02,6.275,5.184,0.968000000000001,6.698,6.101,12.799,8.29737802854298,"IC"
"485",31186,"IC_13_044","IC_13","IC_13_044.25",25,1.55,129.2,581.4,710.6,0.148,1.699,1.418,129.2,581.4,710.6,1.814,3.232,0.843,172.3,581.4,753.7,3.447,4.29,0.552,301.5,624.5,925.9,4.568,5.12,0.308,387.6,646,1033.6,5.422,5.73,0.448,430.7,667.5,1098.2,5.822,6.269,5.119,1.002,6.65,5.772,12.422,8.12347684809098,"IC"
"486",31243,"IC_13_044","IC_13","IC_13_044.26",26,1.633,86.1,581.4,667.5,0.111,1.744,1.107,107.7,581.4,689.1,2.173,3.281,0.886,150.7,581.4,732.1,3.461,4.347,0.651,323,624.5,947.5,4.457,5.108,0.457,409.1,646,1055.1,5.191,5.648,0.209,430.7,667.5,1098.2,5.846,6.055,4.943,1.001,6.193,5.445,11.638,8.98876404494382,"IC"
"487",31298,"IC_14_005","IC_14","IC_14_005.01",1,0.778,107.7,624.5,732.1,0.244,1.022,0.563,129.2,646,775.2,1.324,1.887,0.441,150.7,646,796.7,2.159,2.601,0.366,193.8,646,839.8,2.868,3.233,0.267,172.3,646,818.3,3.454,3.721,0.18,150.7,667.5,818.3,3.907,4.087,2.595,1.248,4.503,8.441,12.944,8.66843245846376,"IC"
"488",31378,"IC_14_006","IC_14","IC_14_006.01",1,1.052,258.4,624.5,882.9,0.13,1.181,0.763,215.3,646,861.3,1.34,2.103,0.47,279.9,646,925.9,2.31,2.781,0.29,301.5,646,947.5,3.024,3.315,0.296,323,646,969,3.512,3.808,0.192,323,667.5,990.5,3.936,4.127,3.063,0.934,4.357,7.451,11.808,8.79924191146609,"IC"
"489",31450,"IC_14_006","IC_14","IC_14_006.03",3,0.973,150.7,624.5,775.2,0.16,1.134,0.748,129.2,646,775.2,1.335,2.083,0.576,193.8,646,839.8,2.214,2.79,0.463,236.9,667.5,904.4,2.902,3.365,0.341,279.9,667.5,947.5,3.502,3.843,0.203,279.9,667.5,947.5,4.017,4.22,3.304,0.755999999999999,4.391,9.237,13.628,8.89816543996485,"IC"
"490",31538,"IC_14_006","IC_14","IC_14_006.04",4,0.952,86.1,646,732.1,0.203,1.155,0.644,150.7,646,796.7,1.411,2.055,0.476,193.8,646,839.8,2.281,2.757,0.342,236.9,667.5,904.4,2.978,3.32,0.279,236.9,667.5,904.4,3.506,3.785,0.197,258.4,667.5,925.9,3.959,4.156,2.89,1.063,4.273,8.312,12.585,8.80303215552023,"IC"
"491",31617,"IC_14_007","IC_14","IC_14_007.01",1,1.136,107.7,624.5,732.1,0.203,1.34,0.598,86.1,646,732.1,1.544,2.142,0.459,107.7,646,753.7,2.473,2.932,0.389,129.2,646,775.2,3.164,3.553,0.313,215.3,646,861.3,3.767,4.081,0.232,236.9,667.5,904.4,4.267,4.499,3.127,1.169,4.923,9.346,14.269,8.87830229536596,"IC"
"492",31707,"KB_01_038","KB_01","KB_01_038.01",1,1.106,172.3,581.4,753.7,0.117,1.224,1.157,129.2,624.5,753.7,1.375,2.531,0.778,150.7,624.5,775.2,2.798,3.576,0.511,193.8,646,839.8,3.814,4.325,0.331,301.5,646,947.5,4.569,4.899,0.296,366.1,667.5,1033.6,5.091,5.387,4.179,1.091,7.037,5.442,12.479,6.65293838111833,"KB"
"493",31760,"KB_04_003","KB_04","KB_04_003.01",1,0.784,236.9,602.9,839.8,0.313,1.097,0.65,323,624.5,947.5,1.411,2.061,0.659,344.5,646,990.5,2.293,2.951,0.545,409.1,689.1,1098.2,3.116,3.661,0.231,430.7,710.6,1141.3,3.775,4.005,0.221,473.7,732.1,1205.9,4.104,4.325,3.09,0.922000000000001,4.012,5.34,9.352,6.91376992510083,"KB"
"494",31802,"KB_04_003","KB_04","KB_04_003.02",2,0.962,258.4,624.5,882.9,0.167,1.129,0.834,301.5,624.5,925.9,1.347,2.181,0.693,409.1,646,1055.1,2.399,3.092,0.41,430.7,667.5,1098.2,3.298,3.708,0.295,473.7,732.1,1205.9,3.849,4.144,0.189,559.9,753.7,1313.5,4.229,4.418,3.383,0.868,4.251,6.077,10.328,7.115026257835,"KB"
"495",31850,"KB_04_003","KB_04","KB_04_003.03",3,0.842,279.9,646,925.9,0.196,1.038,0.898,323,624.5,947.5,1.235,2.133,0.884,301.5,646,947.5,2.287,3.171,0.547,279.9,667.5,947.5,3.34,3.887,0.296,279.9,689.1,969,4.168,4.464,0.174,344.5,689.1,1033.6,4.725,4.899,3.641,1.062,4.703,6.333,11.036,6.82039623254303,"KB"
"496",31899,"KB_04_003","KB_04","KB_04_003.04",4,0.877,279.9,602.9,882.9,0.17,1.047,0.84,236.9,646,882.9,1.242,2.082,0.651,387.6,646,1033.6,2.35,3.001,0.447,366.1,667.5,1033.6,3.286,3.733,0.284,452.2,689.1,1141.3,3.953,4.238,0.168,495.3,689.1,1184.3,4.447,4.615,3.267,1.178,4.77,5.173,9.943,6.93756194251734,"KB"
"498",31990,"MB_01_563","MB_01","MB_01_563.01",1,1.022,150.7,624.5,775.2,0.115,1.138,0.673,150.7,646,796.7,1.434,2.107,0.505,150.7,646,796.7,2.368,2.873,0.366,172.3,646,818.3,3.111,3.477,0.296,172.3,667.5,839.8,3.686,3.982,0.226,236.9,667.5,904.4,4.18,4.406,3.088,1.203,4.959,6.315,11.274,9.63391136801541,"MB"
"499",32058,"MB_01_563","MB_01","MB_01_563.02",2,0.865,107.7,646,753.7,0.209,1.074,0.644,129.2,646,775.2,1.387,2.032,0.522,129.2,646,775.2,2.264,2.786,0.43,129.2,646,775.2,2.961,3.39,0.313,172.3,646,818.3,3.518,3.831,0.25,279.9,667.5,947.5,3.988,4.238,3.024,1.005,4.638,6.861,11.499,9.81120856250929,"MB"
"500",32132,"MB_01_563","MB_01","MB_01_563.03",3,0.865,150.7,646,796.7,0.215,1.08,0.61,193.8,646,839.8,1.393,2.003,0.459,193.8,646,839.8,2.264,2.723,0.331,215.3,646,861.3,2.966,3.297,0.267,258.4,646,904.4,3.518,3.785,0.209,301.5,667.5,969,3.982,4.191,2.741,1.235,4.615,5.665,10.28,9.77198697068404,"MB"
"501",32194,"MB_01_563","MB_01","MB_01_563.04",4,0.888,107.7,646,753.7,0.29,1.178,0.673,129.2,624.5,753.7,1.428,2.101,0.476,150.7,646,796.7,2.363,2.839,0.372,150.7,646,796.7,3.088,3.46,0.29,215.3,646,861.3,3.646,3.936,0.221,279.9,667.5,947.5,4.145,4.365,2.92,1.155,4.993,6.176,11.169,9.39663699307616,"MB"
"502",32260,"MB_01_563","MB_01","MB_01_563.05",5,0.933,86.1,646,732.1,0.16,1.093,0.673,129.2,624.5,753.7,1.382,2.055,0.493,107.7,646,753.7,2.281,2.775,0.395,107.7,646,753.7,3.007,3.402,0.337,107.7,646,753.7,3.582,3.918,0.261,323,646,969,4.093,4.354,3.092,1.102,4.873,5.946,10.819,9.79718116191131,"MB"
"503",32325,"MB_01_563","MB_01","MB_01_563.06",6,0.988,107.7,646,753.7,0.054,1.043,0.604,107.7,646,753.7,1.283,1.887,0.563,107.7,646,753.7,2.113,2.676,0.459,107.7,646,753.7,2.856,3.315,0.372,193.8,646,839.8,3.46,3.831,0.279,236.9,667.5,904.4,3.965,4.243,3.265,0.924,4.851,5.967,10.818,9.58083832335329,"MB"
"504",32389,"MB_01_563","MB_01","MB_01_563.07",7,0.807,107.7,646,753.7,0.221,1.027,0.668,129.2,624.5,753.7,1.295,1.962,0.511,129.2,646,775.2,2.223,2.734,0.406,129.2,646,775.2,2.955,3.361,0.319,172.3,646,818.3,3.547,3.866,0.255,215.3,646,861.3,4.052,4.307,2.966,1.12,4.789,7.291,12.08,8.39630562552477,"MB"
"505",32457,"MB_01_563","MB_01","MB_01_563.08",8,0.778,107.7,646,753.7,0.308,1.086,0.668,129.2,646,775.2,1.405,2.072,0.551,129.2,646,775.2,2.241,2.792,0.354,107.7,646,753.7,2.943,3.297,0.279,150.7,646,796.7,3.512,3.791,0.232,215.3,646,861.3,3.976,4.209,2.862,1.039,4.626,6.312,10.938,9.78191148171905,"MB"
"506",32526,"MB_01_563","MB_01","MB_01_563.09",9,0.819,129.2,624.5,753.7,0.209,1.027,0.615,129.2,646,775.2,1.277,1.892,0.482,129.2,646,775.2,2.125,2.606,0.401,129.2,646,775.2,2.81,3.21,0.308,215.3,646,861.3,3.373,3.68,0.273,258.4,667.5,925.9,3.849,4.122,2.898,1.015,4.563,5.604,10.167,9.85041955490697,"MB"
"507",32588,"MB_01_563","MB_01","MB_01_563.10",10,0.789,129.2,646,775.2,0.29,1.08,0.557,150.7,646,796.7,1.376,1.933,0.476,172.3,646,818.3,2.183,2.659,0.389,193.8,646,839.8,2.862,3.251,0.232,193.8,667.5,861.3,3.477,3.709,0.203,279.9,667.5,947.5,3.895,4.098,2.646,1.162,4.708,6.381,11.089,10.1410236095706,"MB"
"508",32661,"MB_01_563","MB_01","MB_01_563.11",11,0.958,129.2,624.5,753.7,0.113,1.071,0.58,193.8,624.5,818.3,1.324,1.904,0.435,215.3,646,861.3,2.264,2.699,0.418,193.8,646,839.8,2.844,3.262,0.348,279.9,646,925.9,3.413,3.762,0.244,323,667.5,990.5,3.895,4.139,2.983,1.043,4.694,6.294,10.988,10.0356102298478,"MB"
"509",32731,"MB_01_563","MB_01","MB_01_563.12",12,0.824,107.7,624.5,732.1,0.151,0.975,0.586,193.8,624.5,818.3,1.242,1.829,0.499,150.7,646,796.7,2.084,2.583,0.337,193.8,646,839.8,2.769,3.106,0.267,258.4,646,904.4,3.32,3.587,0.226,323,667.5,990.5,3.773,4,2.739,1.11,4.47,6.525,10.995,10.1419878296146,"MB"
"510",32804,"MB_01_563","MB_01","MB_01_563.13",13,0.83,107.7,624.5,732.1,0.151,0.981,0.644,107.7,624.5,732.1,1.26,1.904,0.546,107.7,646,753.7,2.171,2.717,0.464,107.7,646,753.7,2.932,3.396,0.377,107.7,646,753.7,3.535,3.913,0.267,236.9,667.5,904.4,4.058,4.325,3.128,1.046,4.812,6.16,10.972,9.78116710875332,"MB"
"511",32871,"MB_01_563","MB_01","MB_01_563.14",14,0.842,129.2,646,775.2,0.232,1.074,0.644,129.2,646,775.2,1.318,1.962,0.534,129.2,646,775.2,2.177,2.711,0.418,129.2,646,775.2,2.891,3.309,0.296,129.2,646,775.2,3.483,3.779,0.232,129.2,667.5,796.7,3.982,4.214,2.966,1.016,4.691,5.219,9.91,9.80969197567197,"MB"
"512",32929,"MB_01_563","MB_01","MB_01_563.15",15,0.813,107.7,624.5,732.1,0.192,1.004,0.736,129.2,624.5,753.7,1.21,1.945,0.517,107.7,646,753.7,2.159,2.676,0.389,107.7,646,753.7,2.873,3.262,0.284,107.7,646,753.7,3.448,3.733,0.267,215.3,667.5,882.9,3.924,4.191,3.006,0.993,4.638,5.723,10.361,9.9982146045349,"MB"
